Title,Location,Link,Raised,Target,MostRecentDonation,Created,Organization,OrganizationDetails,DonationCount,Donations,Description,Complete
" Fleets Online Shopping Event ","Church Crookham, South East England, United Kingdom",https://uk.gofundme.com/f/fleets-online-shopping-event,500,309,,2020-08-16,"FLEET PHOENIX","Registered nonprofitDonations eligible for Gift Aid.",0,,"From the start of lockdown Fleet Phoenix   have gone above & beyond for Fleet & Church Crookham. They ran a food bank along side   The Wyvern  they have been asking for   donations of school uniforms to help families with children starting school but perhaps their parents haven’t been able to afford uniform   because of losing their job. Charlotte & her   team do amazing work around our community. They rely so much on local fates and charity   pots in shops but obviously they haven’t   happened this year. So why can’t we have an   online fate to fundraise for them so they can   continue to help support the community.   Many thanks ",False
" The Lambeth Food Bank Fund ","London, Greater London, United Kingdom",https://uk.gofundme.com/f/the-lambeth-food-bank-fund,80000,75696,,2020-03-20,,,0,,"The world is experiencing an unprecedented challenge. It is important  in this moment  that we cooperate and do what we can to support one another. The Lambeth Food Bank Fund has launched to support our community and the organisations that can have the most impact on those that are most vulnerable.    The Lambeth Food Bank Fund     Right now we are all feeling scared and vulnerable  but there are many among us that will need more support  from food banks to food delivery and far beyond.    In Lambeth we have a history of looking after one another - and that spirit has never been more important than right now.     So we are creating something called the Lambeth Food Bank Fund and its aim is to ensure those in need at this difficult time are being looked after.     Our borough has some exceptional people and projects that help individuals in need every day. The Lambeth Food Bank Fund has been set up for us to help ensure they have the funding in place to continue their work at this incredibly difficult time.     Please  even during these unprecedented circumstances  we ask that - if possible - you donate and contribute to the common good of Lambeth. We know that so much is uncertain for us all right now but the smallest contribution can make the biggest difference.      * * *    FAQs    What can I do?    Right now because of the severity of the situation  the single most important thing we can do is try to raise money  so that we are able to help the most vulnerable.     Where will the funds go?    The funds will go to the most vulnerable people during this crisis. They will be administered by Holy Trinity Clapham and delivered to food banks across the borough - including Brixton & Norwood  Clapham Park  Vauxhall  and Waterloo - that can help the most vulnerable.     If I do donate will it go to those who need it?     Yes  your donation will go to those who need it. Unlike other platforms  GoFundMe do not charge a fundraising fee although they take a small transaction fee. See here for more details. You do not need to leave a 'tip' if you don't want to.     I want to help my local community  will this money be spent in Lambeth?     Yes.     Where can I find accurate information about covid-19?     For general information on CV-19  please visit the Government website: https://www.gov.uk/government/topical-events/coronavirus-covid-19-uk-government-response    Lambeth Council have some useful information: https://www.lambeth.gov.uk/elections-and-council/about-lambeth/coronavirus-covid-19-information    If you are worried about your own health  call the NHS on 111.",False
" Christmas Toy Appeal & Food Bank","Cardiff, Wales, United Kingdom",https://uk.gofundme.com/f/christmas-toy-appeal-amp-food-bank,500,505,,2020-11-20,,,0,,"I have for a couple of years tried to bring a little happiness into people's lives during the Christmas period who are down on their luck.  With this pandemic still rife  I know everybody is struggling  but I am trying to raise some money to buy some presents and some food to donate to local charities and food banks.   In the past  cash raised has been phenomenal  with over 200 toys and gifts being purchased and over £1 600 being spent thanks to Aldi who put food aside for us to purchase. This was then donated to the local food bank.  If you are able to donate  that would be great.  Also  if you are making room for new toys  then please donate any unwanted toys in good condition. I will be available to collect.  If you can please share to help raise this amount and let's help others this Christmas.  Spread a little love.",False
" Zoë & Jamie’s campaign for FareShare & Place2Be","Richmond, Greater London, United Kingdom",https://uk.gofundme.com/f/zoe-amp-jamies-campaign-for-fareshare-amp-place2be,2000,2135,,2020-10-23,,,0,,"We were inspired by Marcus Rashford’s campaign to raise money  ensuring children don’t go hungry in the holidays. However  we have seen that our current government has voted against this which is awful. We know that being hungry will affect children’s ability to concentrate in school  their sleep  their behaviour and their mental health.    Please give a fiver and if you are unable to do that  please donate some money to your local food bank or start a fundraiser yourselves!     All funds raised will be split between FareShare and Place2Be. We know it is a difficult time at the moment but let’s do this for the children in our country.    Many thanks     Jamie and Zoë",False
" Dawnswyr Talog ","Talog, Wales, United Kingdom",https://uk.gofundme.com/f/smg8c-dawnswyr-talog,2190,-1,,2020-05-29,,,0,,"(Bilingual message)  Annwyl bawb / Dear all   Mae'r Dawnsathon ar ben ac wedi mynd ymhell tu hwnt i'r targed gwreiddiol o £500. Diolch ENFAWR i bawb am eu cyfraniad a'u hymdrech! Gan gynnwys cyfraniadau arian parod  byddwn yn medru rhannu £2500 gyda'r ddwy elusen. Rydym eisioes wedi cysylltu gyda Banc Bwyd Caerfyddin ac elusen yr Ambiwlans Awyr er mwyn trefnu'r broses o drosgwlyddo'r arian.  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -   The Danceathon is all done and dusted and has raised so much more than the original target of £500. A HUGE thank you to everyone for their contributions and effort! Including cash donations received  we will be able to share £2500 between both charities. We have already contacted Carmarthen Food Bank and the Wales Air Ambulance charity to organise the process of transferring the funds.    Diolch eto / Thank you again   Dawnswyr Talog      Yng nghanol y cyfnod ynysu oherwydd Covid-19 mae Dawnswyr Talog eisiau gwneud rhywbeth i helpu pobl fregus neu mewn angen - ond gan gadw at reolau'r 'lockdown' wrth gwrs.  Dyma ni felly yn cynnal Dawnsathon er budd dwy elusen bwysig: Ambiwlans Awyr Cymru a Banc Bwyd Caerfyrddin. Rhwng Mehefin 1af a'r 5ed byddwn yn dawnsio am gyfanswm o 24 awr! Bydd yr holl arian a gasglwn yn cael ei rannu rhwng y ddwy elusen.  Byddwch yn gallu dilyn ein hanes a gweld clipiau o'r dawnsio ar ein tudalen Facebook  ar Trydar @talogwerin a thrwy ein gwefan:  http://dawnswyrtalog.org.uk  Diolch.    During the Covid-19 lockdown  Dawnswyr Talog dancers wanted to try and help others who may be vulnerable or in need - whilst keeping to the lockdown rules of course.  We are therefore holding a Danceathon in aid of two important charities: Wales Air Ambulance and Carmarthen Food Bank. Between June 1st and 5th we will be dancing for a total of 24 hours. All the money collected will be shared between the two charities.  You can follow our progress and see video clips of our dancing on our Facebook page  on Twitter @talogwerin and on our website:  http://dawnswyrtalog.org.uk  Thank you.",False
" Knowsley South FC Food Bank Collection ","Prescot, North West England, United Kingdom",https://uk.gofundme.com/f/knowsley-south-fc-food-bank-collection,1000,1304,,2020-10-23,,,0,,"Hi everyone I'm Theo and I'm 7! I heard about how Marcus Rashford has been trying to get free school meals for kids during half term and thought that maybe I could help too. My dad told me that since there has been no fans allowed into the stadiums for a while the food banks have lost out on lots of donations. So if we can't donate at professional level why don't we do it at grassroots level? My football club  Knowsley South FC  have given me their full support from reception age all the way up to the grown ups. We're organised collections at our football matches  a donation point locally and have arranged collections from people who are can't get out to the shops or drop off points. I've already got some lovely food donations and have got lots more to come! Because lots of people are are having to Isolate my mum and dad have set up a Go Fund Me Page for anybody who wants to help but can't donate food. Money can then go straight to the food banks. No kids should have to got to bed with a sore tummy because it's empty. If you can  please donate anything you have spare. As little as £1 can fill somebody's tummy. Thanks ⚽",False
" Feed the kids ","Middlesbrough, North East England, United Kingdom",https://uk.gofundme.com/f/j22sma-feed-the-kids,1415,-1,,2020-10-26,,,0,,"Being a lad who grew up on free school meals and even on occasion using food banks I realise how much they do help family’s that struggle. Free meals was a huge help and seeing the government turn their back on the kids bothered me a lot. My initial goal was to do this personally and feed some families in my own area. But the problem I’m facing with this is I had more people offering help than coming for help. So speaking to some of the kind people who offered their help we agreed that I should raise money and then distribute it to local food banks and other charities that are already feeding families across Teesside and if things go well I’ll even be looking to help similar organisations that help families over the Christmas period that’s coming uptoo.   any donation is very welcome  let’s stick together and do some good for our own ! ",False
" Help a single father with a baby ","London, Greater London, United Kingdom",https://uk.gofundme.com/f/help-a-single-father-with-a-baby,3000,22854,,2020-09-14,,,0,,"Hi there  this is Andy and my daughter Pema. Pema is now 10 months old  when she was born  the mother texted me from the hospital saying she’s giving her up for adoption without consulting me.  I then went through social service and claimed her back. During the parental assessment I brought up an issue that I’m on zero hour contract teaching violin for local council music program and covid 19 means all of my concerts and gigs are cancelled.  The social workers have been reassuring me that I will get help from the government  but the financial support is based on calculations and seems to ignore the fact that I have no income when there’s no school.   I’m quite desperate now because all the schools are in the settling period meaning they won’t start music or instrumental lessons until October.   I always get paid for September at the   end of October. With no work in September  there is no pay in October. Works I do in October will pay at the end of November. It’s only mid September and I can’tsurvive until the end of November.  In October I will have to start taking my daughter to child minder  and I have to payahead. I just can’t hold out that long. And I have a lot of debt also since lockdown started(from friends and credit card) I am staying at the homeless hostel room so we are ok for accommodation now but universal credit won’t pay me this month because I received self employed grant in August but that’s only £500.  I will be super grateful if you can help.   I also have been visiting food bank and soif you can contribute to nappy and formula cost  that will be great.  best wishes   Andy ",False
" Michael's campaign for WEST BERKS FOODBANK ","Newbury, South East England, United Kingdom",https://uk.gofundme.com/f/michael039s-campaign-for-west-berks-foodbank,500,515,,2020-10-25,"WEST BERKS FOODBANK","Registered nonprofitDonations eligible for Gift Aid.",0,,"  The UK is in a crisis and more and more families are struggling every single day to ensure that they have enough money to pay the bills  rent  tax and put food on the table.    With covid showing no signs of being a thing of the past  more families will be left without a job and nowhere to turn.    The thought of our boys going without is scary and whilst we are lucky enough to not have been affected I know there will be people in and around Newbury who can't eat a proper meal.    No one should have to go a day without a cooked meal.    Now more than ever we all need to pull together.    With this mind on the 14th November I will walk from the Thatcham food bank to the Hungerford food bank.     I'm not the fittest as you'll know but I will carry a week's worth of tinned food (which will also be donated) in my backpack.     You can follow my progress on Facebook and I'll also do one of my pet hates and live stream to Facebook along the way so that you can see me suffer.     https://westberks.foodbank.org.uk/    ",False
" Help a family who's home was devastated by fire ","Leicester, East Midlands, United Kingdom",https://uk.gofundme.com/f/help-a-family-who039s-home-was-devastated-by-fire,35000,9836,,2019-03-27,,,0,,"On the 19th May 2018  Iqbal's family were at home at 6.30 pm when a fire broke out from their neighbours property. Their neighbour  who is a Leicester City Council tenant  had been using portable generators and it was one of these that had caught on fire which spread to Iqbal's home.     At home at the time were Iqbal's wife and four daughters aged 5-15yrs. Iqbal was at work when the fire broke out and rushed home as soon as he had heard what had happened.       The fire spread into Iqbal's home and the family was forced to evacuate into emergency accommodation. Unfortunately  the family did not settle well into the accommodation due to the overcrowding and stress the family was under. They left the emergency accommodation the following day due to stress and anxiety.      The family stayed with relatives for a couple of weeks in a one bed flat. They knew this was unsustainable with their large family however at least they felt safe. LCC informed their relative that the family couldn't stay any longer due to overcrowding and the family was forced to move out the following day.      The family sofa surfed for a few weeks until they were able to find a vacant property that they could just about afford to rent. The property they found needed a lot of work doing to it and Iqbal put his DIY skills to good use fixing up the property in return for reduced rent. However  it was still 4 months until the family managed to get hot water  heaters and to this day there is still no insulation in the walls.      The effect this has had on Iqbal's family is immense and the young children have been deeply affected by the trauma and chaotic living arrangements  overcrowding and lack of basic services. Iqbals eldest daughter is going through her GCSEs and this whole ordeal has really knocked her confidence and prevented her from focusing on her studies. Iqbals' eldest daughter has been diagnosed with psoriasis and her hair is falling out  doctors' have said this is a direct result of the stress of the fire and the subsequent house moves. The other children are also affected in many different ways.      As Iqbal's home was a private property which unfortunately had no insurance at the time the family is stuck in a real situation where they are unable to buy another home. Leicester City Council has offered to buy the land at less than a third of the market value as long as the family can raise the selling fees. Iqbal is still paying the mortgage and has no additional income or savings to cover the costs of repairs which have been estimated to be £35 000. The house that the fire originated in has now been fully repaired and refurbished by Leicester City Council  yet Iqbal's home is still in ruins and uninhabitable.      Iqbal and his family have been visiting a local food bank at E2 in Beaumont Leys to help them through their situation and have been knocked from pillar to post in their attempts to get this resolved with Leicester City Council which has recently come to a dead end.       If Iqbal was able to raise £35 000 it would mean that his family could get the repairs completed and move back into their home and their children can return to a sense of normality.  ",False
" South Queensferry 3D Printing Collective ","South Queensferry, Scotland, United Kingdom",https://uk.gofundme.com/f/south-queensferry-3d-printing-collective,300,8504,,2020-03-30,,,0,,"Help us keep them safe  so they can keep us safe.     We are using our 3D printers to produce face shields  which we are distributing to local health-care workers  nurses  care homes  pharmacists  and others who need them. The demand has been overwhelming  as has the offers of help. These workers are putting their health and even their lives at risk in order to keep South Queensferry healthy  so we are doing what we can to support them with 3D printing technology.     We are currently running three printers. The masks take just under an hour each to print. So we are trying to raise funds in order to purchase a fourth printer  (likely an Ender 3  or a CR-10)  which will enable us to make far more masks  and help far more people.     The money will also be used to buy supplies as needed  more PVC sheets  more filament  or more elastics. We will also support anyone else in the community who has a printer  and wants to join our team.     Once this crisis has passed  and it *will* pass  we will be donating the printer and any left over supplies to the local high school. There it will be used to teach a new generation on how to use this technology  so that next crisis we will be even more prepared to help. Any leftover money will be donated to the food bank.     3D printing has  all around the world  proven to be vital during this epidemic. There are ER rooms in Spain  midwives in the Philippines  nurses in Sweden  all using 3D printed face shields  when no other protection is available. Thank you for helping us with this revolution.",False
" Christmas food bank donation ","Barton Seagrave, East Midlands, United Kingdom",https://uk.gofundme.com/f/9b9tn-christmas-food-bank-donation,300,1040,,2019-11-12,,,0,,"As per my Facebook post  it would be great if a group of us could make a small donation that collectively would make a huge difference to those that rely on a foodbank just to survive day in  day out! How great would it be if we could bring some Christmas cheer to those who need a hand. Thanks for your support. Rich",False
" Support Seahaven Foodbank ","Newhaven, South East England, United Kingdom",https://uk.gofundme.com/f/seahaven-foodbank,5000,7755,,2020-04-16,"Sussex Community Development Association","Registered nonprofitDonations eligible for Gift Aid.",0,,"Seahaven Foodbank  also known as Newhaven Foodbank  provides food parcels to families and individuals in Newhaven  Sussex  and the surrounding areas.    The fall off in food donations caused by the Covid-19 crisis and the jump in demand that we have seen for the service has meant that we have had to start buying food and other essential products. This  together with the need to move to a delivery model and the widening of the geographical area served  has increased our costs significantly. A financial donation will enable supplies to be purchased and distributed to those who are struggling and vulnerable. A food parcel for an individual for one week costs £14  or £18 with toiletries. All donations will go directly to purchasing items for food parcels.     More information about Sussex Community Development Association: SCDA works across East Sussex delivering community based services aimed at addressing the needs of the most vulnerable in the community  including Young people's activities  youth club  specialist counselling Info and Advice Hub in Newhaven Seahaven Food Bank Counselling services Support for survivors of suicide Safe from Harm Community activities  courses and events Employability projects Denton Island Nursery Family and children's activities Activities and events for BAME communities    See www.sussexcommunity.org.uk for more information.",False
" Jack’s 11 for 11 fundraiser ","Borrowash, East Midlands, United Kingdom",https://uk.gofundme.com/f/jacks-11-for-11-fundraiser,50,444,,2020-05-06,,,0,,"To celebrate turning 11 years old  Jack will be attempting an 11K run.     The run will take part on 11th May   at Borrowash park   where Jack will run approximately 16 laps of the  entire park. Jack is hoping to raise funds for the new  Ockbrook and Borrowash food bank   that has just started up to support local families.   The money raised will be used to buy essential   items for those most at need in our community. ",False
" Help Amanda get into her new home ","Feltham, Greater London, United Kingdom",https://uk.gofundme.com/f/help-amanda-get-into-her-new-home,175,-1,,2020-01-09,,,0,,"Hello everybody.... As most of you might know. Amanda is moving home on Saturday. After living in absolute poverty being crucified by bedroom tax... Living out of food banks to feed herself.... She has had a really really tough year or so... She's finally signed papers to downsize to a one bed... Great news. Only we've tried asking for help If anyone we know has a van to help move and no such luck. We've managed to get a quote from a professional removal company... Who would be able to move her Saturday... Only thing is it's 275 quid! Now Amanda hasn't even got a sofa as it is... Let alone nearly 300 quid.. Take that back she's been given a sofa today from a local charity... (still didn't have one for 3 months) But she just wants to be able to move her things.. Her bed.. Her fridge freezer etc.. And then start rebuilding her life again... I completely understand its just after Xmas and everyone is skint... But if anyone could spare anything... We would be eternally grateful...... Amanda is a good girl with a big heart.... I hope we can get her to her new home... ❤️❤️❤️❤️❤️... Or if anyone has a van they could lend to help move even better... Inbox me or Amanda on fb.... Nuff love people✌️✌️✌️❤️❤️❤️❤️",False
" Producing PPE/Face Shields for the North-East ","Middlesbrough, North East England, United Kingdom",https://uk.gofundme.com/f/producing-ppeface-shields-for-the-northeast,4524,-1,,2020-04-08,,,0,,"We are currently producing face shields/visors for medical personnel and facilities  mainly around the north-east of England. We've already bought enough material to produce 2000 of these visors and these are currently being distributed to local hospices  GP surgeries and social care housing.     We now need to raise funds to buy another delivery of material to produce another batch of 2000 face shields  to continue supplying the requests that we've had so far. We can produce these at around 200 per day  so another delivery of materials will allow us to keep production going for approximately 3 weeks.    We hope that the Covid-19 situation will have calmed down by then and traditional PPE supply routes will be on top of things again. But if these shields are still needed beyond that point then we will do our best to keep producing them for as long as there is a demand for them.    Any extra funding that we've received can be used to buy extra acetate sheets  which will allow people to re-use the headbands with new face shields. And any funding left at the end of the campaign will go towards a local charity  armed forces support group or food bank. There are a lot of people giving their time to help us all get through this pandemic so we'll make sure any money goes to someone suitable. ",False
" Marathons for Little Miracles ","Orton Longueville, East of England, United Kingdom",https://uk.gofundme.com/f/marathon-for-little-miracles,500,630,,2020-10-30,,,0,,"We are a group of Peterborough United scholarship students who are currently on the NCS program. We decided to start fundraising for the charity Little Miracles. Over the next 2 weeks we are going to be supporting the charity by buying food for there food bank  buying toys for there centres and help do any needed renovations to allow them to re open as soon as possible. This is only going to be possible by raising money. So we have decided to as a group run a joint marathon.  Update:  Due to the news released about lockdown this is unfortunately not going to be possible. Instead over 3 days every person in our team is going to run a Marathon (12 marathons in total). Then we are going to donate all raised money to little miracles so they can spend it on areas needing funding. ",False
" Ockbrook & Borrowash Food Bank Appeal Fund","Ockbrook, East Midlands, United Kingdom",https://uk.gofundme.com/f/ockbrook-and-borrowash-food-bank-appeal-fund,3000,3000,,2020-04-29,,,0,,"We are raising money to support the Ockbrook and Borrowash Food Bank appeal. The money will be used to buy vital and essential items for our residents most in need.",False
" Running to ICU in a mask (for food banks) ","Menston, Yorkshire and the Humber, United Kingdom",https://uk.gofundme.com/f/wear-a-mask-indoors-it-keeps-us-safe,500,3696,,2020-07-18,"The Trussell Trust","Registered nonprofitDonations eligible for Gift Aid.",0,,"Wear a mask indoors. It keeps us safe.     As an intensive care doctor dealing with some of the worst of the COVID-19 pandemic I am massively in favour of anything that might keep us all safe. I have therefore been upset at the misinformation going out around oxygen levels and masks  as well as confused messaging on when to wear them (indoors!)     In another life (2019!) I was a triathlete and the pandemic has robbed me of much of my fitness. So to kill two birds with one stone I will run to and from work wearing a mask  and with an oxygen sats meter. I'll post photos (Twitter and Instagram  @LawtonTri). It's 8 miles each way  and if it's nice weather I'll make one of them a half marathon. In between runs  I will be looking after patients (some with COVID-19) and wearing a mask. If I can run 16-21 miles masked  you can probably make it round the shops.    Clearly this will entirely solve everything and put an end to debate on this issue.     I'm doing this in aid of the Trussell Trust  who operate food banks in Bradford and around the country - and have seen a massive increase in demand due to this horrendous virus.",False
" Bruces Bodmin Rotary Beard Bonanza ","Bodmin, South West England, United Kingdom",https://uk.gofundme.com/f/bruces-bodmin-rotary-beard-bonanza,1200,1240,,2020-07-04,,,0,,"With major fundraising events like Band concerts  Duck Races and Street collections cancelled due to Covid-19  the Bodmin Rotary Club of which I am a Member have been looking for new fundraising events during lockdown.    The Club itself is considering a number of online fundraising ideas and as a Member of 10 years plus (as well as being a Member some 20 years ago) I thought to myself what can I do to help ?     All Rotary Clubs are a part of an International grouping of volunteers who give up some of their time to raise funds for and take part in projects designed to help and assist the local communities and internationally.    Bodmin in Cornwall is a charming (former) market town with an active (but ageing !} Rotary Club of 27 Members who raise funds and  in normal times  participate in numerous activities. These are many and varied and include supporting the local food bank and memory cafe as well as assisting young people both educationally and in social development. The Club also supports local fundraising activities of charities such as MNDA  Hospital League of Friends as well as supporting Shelterbox. Internationally numerous other activities have recently included the refurbishment and delivery of a fire appliance to a remote settlement in Albania.    As one clearly in the old fool category I'm not fit enough to run up and down stairs a million times or unaware enough to scoff 200 pancakes in one go (possibly not even a tempting thought) so I looked for a way to help the Club within my capabilities. I live in Bodmin with my wife Carol and have for the last 40 years or so (with the exception of a few days) sported a beard. Since lockdown the relatively manicured hair has grown into a luxuriant beard of which I am quite proud and I thought I could possibly with your help raise some funds for the Rotary Club by having it removed...    My wife is not so keen as she has persistently maintained I would have a facial similarity to a Chipmunk without it ! Hey ho....being of a repressed devil may care personality I thought I'd be a brave Chipmunk and have a sponsored beard shave with all proceeds going to Bodmin Rotary and I'm hoping to raise at least £250 (or as much as possible) to part with Santas pride and joy…....    I feel passionately that local community volunteer organisations are increasingly important in this changing and challenging world and I hope you will feel able to support me in my effort.    I intend to be 'de-Santa' on 5th August and would welcome your sponsorship if only to be able to witness how like a Chipmunk I really am!    All funds raised will go directly to Bodmin Rotary Club    Many thanks    Bruce Tyzzer",False
" Supporting the local community with prepped meals ","London, Greater London, United Kingdom",https://uk.gofundme.com/f/supporting-the-local-community-with-prepped-meals,15000,7110,,2020-04-07,,,0,,"The Covid-19 outbreak has resulted in an unprecedented demand on food banks  alongside a reduction in donations. This is where we are hoping to make a difference.    Here at Bubble Food our volunteers are working with Southwark Council on a food initiative supporting the Fridge and Food Bank at St George the Martyr Church.    Our target is to produce 100 nourishing meals a day which will cost £450.00 in ingredients. We are initially aiming to support the food bank for at least a month.    Bubble will be donating our kitchen premises  chefs and all food packaging to make this possible. We are hoping to get support from our clients  friends and family to purchase fresh produce to make the meals.     Your donations  no matter how small  will collectively help feed the most vulnerable in the local community to help ensure no one is forgotten.    Love Team Bubble Food x",False
" Urgent help for disaster stricken #Lebanon ","London, Greater London, United Kingdom",https://uk.gofundme.com/f/sahtak-bil-dineh,20000,15285,,2020-06-09,,,0,,"  Sahtak Bil Dineh Appeal update :    A mammoth explosion took place in Beirut this week.    The blasts in Beirut  were pretty devastating  but the important news in all this was that more than 6 000 people were injured  plus 150 killed  dozens still missing to this hour as rescue teams search for them  & hundreds of homes & people’s livelihoods were shattered  rendering nearly 3000 homeless.     As a result  Beirut has been declared a disaster striken city.     With the port -- Lebanon's economical lifeline -- totally destroyed   food shortages will spike & many families will go without.Already  Lebanon was suffering from massive food & fuel shortages  and now it will not be able to import anything. Bleak  darker days for hundreds of thousands of people lie ahead!     This is urgent.     Lebanon needs you now.    Please donate so we can ensure people have a place to stay safe  food to eat & the means to survive & overcome this catastrophe.    Pray for lebanon ...    Your help is more needed than ever     Your donations will help contribute to:    -hospital bills  -small repairs  -Buy basic food items to put together food parcels for many who will have nothing to eat today and in many more days to come.   -Life saving medications for those in need & unable to afford those.We need to help those on the ground with whatever means we can.    Help us help people   we beg you!         ___________________________________      Half the population are living in abject poverty.     People are dying  not from Covid  but from starvation  lack of medication and healthcare.    The economy  currency and banking system have failed. Inflation has been the final blow. Many in work have not been paid for months and others have lost their job and cannot feed their families or pay the rent.     Callers from across Lebanon have been begging for help on the programme “Sahtak Bill Dinyeh ” (your health is worth the world) on Sawt al Ghad radio .    Helped by many charitable people  the programme’s host Dory Nasr has distributed food  medicine and basic necessities.        Now the warehouse is empty.      Lebanese around the world and those sympathetic to the country’s plight can help by donating what they can. Every penny helps  paying for baby milk  food  medicine and housing.    Hala and Dana  two British-Lebanese expats  decided to kickstart this fundraiser to help secure both continuity and replenishment of the food bank. This is a much needed lifeline  without which many families will be doomed with both hunger and displacement.       Le Liban est au bord de l’effondrement total.    La moitié de la population vit dans une pauvreté extrême.    Les gens meurent  non pas de Covid  mais de faim  de manque de médicaments et de soins de santé.    L'économie  la monnaie et le système bancaire ont échoué. L'inflation a été le coup de grâce. Beaucoup d’employés n'ont pas reçu leurs salaires depuis des mois et d'autres ont perdu leur emploi et ne peuvent plus nourrir leurs familles  payer le loyer ou acheter des medicaments vitaux.    Les appelants de part et d’autre du Liban ont imploré l'aide sur l'émission «Sahtak Bill Dinyeh» (votre santé vaut le monde) sur la radio Sawt al Ghad .    Avec l’aide de nombreuses personnes charitables  l’animateur du programme  Dori Nasr  a distribué de la nourriture  des médicaments et des produits de première nécessité.    Maintenant  l'entrepôt est vide.    Les Libanais au monde entier et les sympathisants du sort du pays peuvent aider en donnant ce qu’ils peuvent. Chaque centime aide à payer pour le lait infantile  la nourriture  les médicaments et le logement. ",False
" Helping those in need, instead of greed! ","Dover, South East England, United Kingdom",https://uk.gofundme.com/f/helping-those-in-need-instead-of-greed,1000,702,,2020-10-19,,,0,,"It's rightfully everyone's choice wether or not they want to pay an extra £15 pound or not to watch the PPV matches this season.    But what's more important is instead of paying the greed why don't we donate the extra £15 we would be paying per match! Why don't we pay it to those that really need it  the kids  the families and the people that have really been hit the hardest in these times. Why dont we send it the families wondering where the next meal is going to come from! As a Spurs fan instead of paying to watch any extra matches I'm going to be donating money on here to the Tottenham food bank. Feel free to join me with this like I said in the opening of this it's totally your choice what you do with your money! But it would certainly make a big difference ",False
" COVID-19 Face Shields for Frontline NHS Staff ","Old School, South East England, United Kingdom",https://uk.gofundme.com/f/covid19-face-shields-for-frontline-nhs-staff,28240,-1,,2020-04-04,"LEIGHTON PARK TRUST","Registered nonprofitDonations eligible for Gift Aid.",0,,"**Moving forward  due to overwhelming generosity of our donors  donations received beyond Monday 20th April will be used to support charities and partner community organisations who are struggling to cope at this present time. These will range from local Pupil Referral Units who need resources for vulnerable children across to food banks in neighbourhoods in Reading. Rest assured that every penny given will go straight into projects that Leighton Park School has contact and connection with. Our aim  like yours  is to be working shoulder to shoulder with our community in the fight against COVID and we know together we can do it. ** As I'm sure you are aware  there is a critical shortage of medical PPE at the moment. Local Primary Care services and hospitals have been requesting support over social media to help them overcome these shortages of protection for their frontline staff. I (along with many colleagues from my school) am helping to support our local healthcare services by producing faceshields that we are giving  free of charge  to any at risk workers in local hospitals  GP surgeries and care homes. We are in a fortunate position that we have access to a laser cutter that can be manned 24 hours a day should the demand require. We also have residential staff who are willing to support me and my Design & Technology Department with this venture and offer their time. I have already been overwhelmed with the response from local GPs who have heard about what we are doing here at Leighton Park and have rung me to request some face shields for their staff as they are woefully under-resourced when it comes to protective equipment. I had originally thought we would make 200 face shields  which we would have funded as a school  but there is quite clearly a much greater need  so I have set us the ambitious task of making 1 000 pieces. As you can imagine  this comes with a significant cost implication  despite the masks working out at about £1 each. I have had parents of our wonderful students contacting me and asking of they can contribute towards this project  so I felt it would be helpful to set up this GoFundMe page to help us achieve our mission. As I said earlier  we have the available equipment and skilled staff on site  the willing volunteers (who have already been amazing) and the contacts for additional materials  so our only limiting factor is the financing of the project. If you have the funds to help us realise our goal  your contributions would be enormously appreciated by us and the staff we are looking to help. Thank you!",False
" EVERY MONTH ","Manchester, North West England, United Kingdom",https://uk.gofundme.com/f/234j5ag4,10000,8550,,2016-05-07,,,0,,"Every Month wants to create packs of menstrual products  such as pads and tampons  for people who menstruate and are experiencing homelessness or poverty. . Every Month will provide people in the Manchester and Greater Manchester area  who are experiencing poverty   with 'period packs'. These packs will include  tampons  pantie liners  sanitary pads  menstrual cups wipes and hot chocolate sachets. I want to get these packs into homeless shelters and food banks  where they will be easily accessible to those who need them! I would really appreciate it if you could help support Every Month by donating to our GoFundMe page and sharing it. Thank you!    Follow us on Instagram and Twitter:   @everymonthmcr     www.everymonthcampaign.org",False
" Helpful Half Term Hampers - Haringey ","London, Greater London, United Kingdom",https://uk.gofundme.com/f/helpful-half-term-hampers-haringey,1000,3031,,2020-10-22,,,0,,"We (Janine and Liz Bell) are raising money to enable us to create a food hamper to needy and vulnerable children whose families will be receiving no help from the government during half term when due to COVID they need it the most.    Any additional money will be donated to the Bounds Green Food Bank.    Thank you for all of your love  support and donations.    We will be keeping you all updated with our progress.    Janine & Liz x",False
