Title,Location,Link,Raised,Target,MostRecentDonation,Created,Organization,OrganizationDetails,DonationCount,Donations,Story,Complete
"Bradford NHS and Bradford foodbank","Menston, Yorkshire and the Humber, United Kingdom",https://uk.gofundme.com/f/bradford-nhs-and-bradford-foodbank,6665,5000,,2020-04-16,,,0,,"Hi I’m raising money by donating my Chelsea Cesc Fabregas and my own Bradford jersey from the FA cup shock when Bradford beat Chelsea at Stamford Bridge on 24/01/15. I have been keeping these two jerseys to one day get framed and put them up on my wall. They mean a lot to me as anyone who knows football will know the magnitude of “that” game. During lockdown I made a decision to put them to a good cause and raise money for people who really need it most. I will always have the memories and with help from everyone we can hopefully raise a nice amount. Please donate or purchase a ticket. We can all play a little part so all donations are welcome but to enter its £15 for one ticket. No limit on tickets purchased.     Stay safe and healthy    Thank you    Billy xxx",False
Tab1Milli,"London, Greater London, United Kingdom",https://uk.gofundme.com/f/tab1milli,1923,1000000,,2020-03-16,"The Tabernacle Global Ministries","Registered nonprofitDonations eligible for Gift Aid.",0,,"  ‘Tab1Milli’ - is the name of the financial goal set for The Tab Church members  friends  and wider community to raise the £1million necessary to complete the funding  of the largest part of The Tab building project (Big Build).     We are so excited about the prospect of bringing this old Grade II listed building back to life! It was originally built in the early 1900’s as a Temperance Hall  since then it has had a plethora of uses  most recent of which left the building in a semi-derelict condition which included severe fire damage.    However  following its acquisition by The Tab Church  fresh ideas began to surface as to how it might be rescued  restored  and adapted to suit the needs for modern usage as Church  Community and Conferencing facility.    The ‘Tab1Milli’ is what will enable this most significant part of the Big Build project vision to become a reality  and the building actually able to be used.    But we can’t pull this off without your generous support because this is the largest financial project The Tab has ever undertaken.    We are therefore asking you to join with us through radical generosity  as together we step out in faith towards hitting the £1Million target by continually bringing our financial gifts together now and over the coming weeks and months.    Once the entire building is renovated  it will enable The Tab to continue and expand its traditional church functions and community initiatives  which are not limited to but currently include:  · Sunday services  · Kids church for children  · Crèche during the Sunday services  · Weekly prayer meetings  · Christian education and classes  · Administrative offices  · Bookshop/resources  · Food Bank – hosting Lewisham Central’s foodbank and distribution point. This is currently offered two-three times a week  staffed by 8-12 volunteers.  · Youth mentoring – support for vulnerable young people in the local community.  · Community action team (Restoration Empowerment and Community Help) – which focuses its support and resources on three vulnerable groups in Lewisham:  The elderly (offering days out and grocery food supplies);  The homeless (offering food clothing to those living on the streets)  and  Women and children escaping from domestic abuse (offering support).    *The Big Build Project includes the overall vision of Tabernacle Global Ministries and therefore maybe used for general purposes....",False
"Imagine - a city without hunger.","Liverpool, North West England, United Kingdom",https://uk.gofundme.com/f/imagine-a-city-without-hunger,2873,1000,,2020-10-22,,,0,,"We are Veggie Republic Liverpool a vegan restaurant  in the city centre  on watching the Cambridge family in dispatches ""growing up poor"" it broke our hearts and left us wondering what could we do to help the kids in poverty in our city? We thought lets get some sort of pizza and treat night delivery going on a Friday night for some families  however we are with the current restrictions finding it tough to stay afloat too and estimate we could probably only feed 6 or 7 families ourselves every week  but we know there's alot more poverty striken families than that  so with that in mind we thought if we can call on the amazing generosity and support of our amazing city  customers  friends and family to donate something  anything to help give these kids something to look forward to on a Friday night other than a foodbank meal we would be so grateful. We will put our chefs to work to make the food fresh and have delivery drivers delivering across the city to put a little smile on children's faces who would normally go without these things that we all take for granted. As Liverpool is renowned looking after their own lets make this happen! We will commit every week to this scheme .... and we will be working with various local charities who have vulnerable families on there books .... All funds raised will go towards ingredients only not our utility costs or petrol costs we will cover that as well as 7 families ourselves every week     Thank you for your support    Veggie Republic",False
"Christmas Jumper Appeal","Falkirk, Scotland, United Kingdom",https://uk.gofundme.com/f/46quv-christmas-jumper-appeal,255,1000,,2020-11-11,,,0,,"I was shocked when a colleague told me that many children don’t go to school on Christmas jumper day because they don’t have a Christmas jumper. In partnership with Falkirk Foodbank I am hoping to raise sufficient funds to ensure that children in Falkirk don’t go without a Christmas jumper in 2020. Some are already going without so much. Surely we can bring a bit of Christmas cheer to them And their families during December as well as keep them warm and cosy. Please consider donating what you can afford to help us to buy as many jumpers as we can to satisfy the needs of struggling families this year and put smiles on the faces of the Bairns of Falkirk. ",False
"Ride to Help End Hunger in Siem Reap Province","Worcester Park, Greater London, United Kingdom",https://uk.gofundme.com/f/Ride-to-Help-End-Hunger-in-Siem-Reap-Province,1830,15600,,2020-06-09,,,0,,"Life Cycle Cambodia 2020 - Support ​9 Cyclists with Disabilities who are Riding from Phnom Penh to Siem Reap on the 16 - 19 July 2020    Life Cycle Cambodia 2020 is a fundraising event with 9 cyclists with disabilities who will cycle 251 kilometers from Phnom Penh to Siem Reap over 4 days.     Each cyclist fundraising goal is to end hunger  for at least the next 6 months  for their own family and 90 other families in need of food support by raising funds for the Siem Reap Food Bank through the ride.    https://www.lifecyclecambodia.org/    The cyclists have several things in common:  They are all strong  capable  cool  fun-loving  and admirable.  They each grew up in poverty and it is still a daily concern for themselves and their families  especially now with the economic impact of COVID-19.  They are motivated to help others who need food and health support.  They all have a physical disability due to either birth defects  illness  or accidents (landmine  traffic  industrial etc.).  They all aspire to be community leaders  not for recognition or glory  but for their love of the people in their community.    Phnom Penh to Siem Reap - 251 Kilometers over 4 days    The Life Cycle Cambodia 2020 fundraising ride departs from Phnom Penh on Thursday 16th July and finishes in Siem Reap on Sunday the 19th July.     The team will ride through the rural communities of Kampong Cham  Kampong Thom and Kampong Kdei and around the spectacular Angkor Wat Archaeological Park on this 4-day cycling adventure across the beautiful Cambodian countryside.    Daily Itinerary    Day 1 - 16 July 2020 >> Phnom Penh: Opening ceremony  Day 1 to 4 - Cycling >> Details below  Day 4 - 19 July >> Siem Reap: Finishing ceremony      Note: Due to COVID-19 restrictions the opening and finishing ceremonies will only host the riders  their families and local sponsors.    Who is the Inspiration behind the Life Cycle Cambodia 2020 Event and The Siem Reap Food Bank    Naret Chhoy  is a jewellery and clothing designer and Director and Trustee at Genevieve’s Fair Trade Village in Siem Reap. The shop supports and celebrates the work of people and artists living with disabilities.     Having lost her job with the closure of the shop since the outbreak of the pandemic  this incredible and inspiring woman  with her own disability  is devoting her time and amazing efforts to help some of the most vulnerable families in the community with Essential Care Food Packs.    Naret is one of the amazing 9 Cyclists riding in the Life Cycle Cambodia 2020 Event to raise money for the Siem Reap Food Bank that her and many other volunteers founded in April to support vulnerable families in need of food support due to Covid19.       Your Generous Donation Today Can Help by Feeding a Family of 4 for 80 pence a Day with the Siem Reap Food Bank.    The Basic Care Food Package costs just £26 pounds  which can feed and help sustain an average family of 4 people for one month!    That's less than the average family of 4 people in the UK would spend on one takeout meal a month!     Donor Fees​ - GoFundMe adds a default Tip of 15% to each donation to help them maintain and improve their free platform. The GoFundme Tip is voluntary and you can change the default tip amount when you donate. The minimum donation amount is £5    There are so many families that need your help more than ever  with your kind and generous support your donations (no matter how much you can afford to give ) means we can help keep their physical and mental health intact throughout this Covid19 Pandemic by helping them survive  whilst offering them a glimmer of hope for the future.     Siem Reap Province - Cambodia    Siem Reap is a beautiful idyllic tourist town just a stone's throw away from the spectacular Angkor Wat Archeological Park in Cambodia.    ""If you have ever been to Siem Reap  or Cambodia in general  you will know how warm  friendly  kind and compassionate the Khmer people are"".    Since the lockdown began  hardly any tourists are visiting the city  with visitor numbers to the Angkor world heritage site down by 99.5%  only 650 people visited the Temple in the month of April  that's 20 people per day compared to around 5 000 back in January.    This situation has created a major problem in Siem Reap. The average wage in the city for people who worked within or in connection with the tourist industry is around $4 USD per day  that's less than $3.50p for around 10 hours work or 35 pence an hour.    The city is more or less totally deserted with literally no visitors  there is no money being spent  no income….nothing…zero. As you can imagine  if you were only earning $4 a day ""in normal circumstances""  then you can probably understand why many families really don’t have any ability to save money to help themselves get through the times when the going gets tough…really tough.     There are many reports of people hearing children crying themselves to sleep at night through hunger.     Many families are trying to live off the land by foraging for fruit and vegetables  frogs  snakes and Rats etc  but the basic essentials that we all take for granted in the UK such as Rice  Eggs  Cooking Oil  Salt and Sugar are products that thousands of families in Siem Reap simply can no longer afford.     Real Hunger exists  in Siem Reap Province  because a large number of families  living at or below the poverty line  do not have enough money to consistently put food on the table.    Job losses  due to Covid 19  have pushed the total number of hungry families to an estimated 20 000. That means as many as 80 000 souls in the Province  are going bed hungry tonight without knowing where there next meal will come from.    Why the Siem Reap Food Bank?    Having lived and experienced an amazing life in South East Asia for over 18 years  I wanted to contribute in a meaningful way  to help some of the most vulnerable people through the ongoing Covid 19 crisis.    After many discussions with my wonderful friend  Christopher Leonard who is currently living there and witnessing first-hand the stone cold reality of the situation  we decided together to spend considerable time researching and validating food giveaway programs currently operating in Siem Reap.    Christopher  spent quality time with Naret and Rick and we could both see that with more money  international awareness and resources  The Siem Reap Food Bank could reach out to so many more families in desperate need of support.    The Siem Reap Food Bank continues to make a real sustainable difference to people in risk of extreme poverty and hunger.     So I decided to volunteer my time to support this incredibly important project and I wanted to share with you why I have chosen this specific Food Bank.    The Siem Reap Food Bank initially launched in April to provide Essential Care Food Packages to people living with disabilities to help them survive the fallout from the COVID-19 pandemic.     The Siem Reap Food Bank support families headed by or including people with a disability  that have seen their livelihoods disappear  along with the tourists and shops  restaurants  hotels and businesses being shut down.    With the situation continuing to get worse it soon became clear that the Siem Reap Food Bank would not just need to support families with disabilities through this unprecedented time  but any families identified to be in urgent need of an Essential Care Food Package to help them survive.    How Your Kind Donation Helps These Families:    Below is one example of a family the Siem Reap Food Bank is helping every month with a £26 Essential Care Food Package:    Mai Lin  a single mom of 4 children  all under the age of 12  suffered a paralysing stroke about 5 years ago. At the time  she was overwrought with fear that she would no longer be able to take care of her babies.     However  she learned how to make shopping bags from old newspapers and the income generated was sufficient for her to support her family and was even enough to send her children to school. Mai Lin’s income dried up completely with the closure of the Genevieve’s Fair Trade Village shop that sold her products  at the onset of the CoVid19 shutdown.     Along with her first food drop  just before Khmer New Year (April 13th 2020)  came the promise of monthly food drops until she is able to get back to making a living for herself to ensure her family survives.      What's Contained in a Monthly Essential Care Food Package:      We only need 1 000 people from across world to donate as little as as £10 pounds (less than then the price of a few takeout coffees) to succeed in reaching our campaign goal to support 100 families.    Please  help us meet our funding goal by making any donation you can afford.     We know that this is very tough time for many  so if you are unable to donate funds can please help us by sharing this appeal in any way you can via ( social media  friends and family as well as any networks you have connections with) help us create awareness and momentum for this ongoing humanitarian crisis.    On behalf of the families you are helping  thank you for your kindness  you really are making a life changing difference.    Myself and Christopher are volunteering for the Siem Reap Food Bank  with Christopher managing the Life Cycle Cambodia 2020 Event and I'm helping to create awareness for the gofundme campaign.     GoFundMe does not operate in Cambodia. Therefore  I started this campaign in the UK on their behalf with a Funding Goal to support 100 families that's 400 hundred people we can help and support over the next six months.     We project that at the very earliest tourists may return to visit Angkor Wat  in December 2020.    Be kind - Be Loving - Be Safe    Akhun Charan (Thank you very much in Khmer)    Brian Taylor & Christopher Leonard    Important information about how funds for this campaign are being processed & delivered to the Siem Reap Food Bank    I am a volunteer for The Siem Reap Food Bank  I'll be assisting them with social media campaigns to increase UK and international awareness. GoFundMe does not operate in Cambodia. Therefore  I started this campaign in the United Kingdom on their behalf to assist them to help an many families as they can.     I solemnly pledge that 100% of all funds raised through this campaign site are automatically transferred to my UK Bank account and then transferred directly into the Siem Reap Food bank ABA bank account in Cambodia.     HOW DONATIONS WILL BE DISTRIBUTED    Our goal is to make sure the Siem Reap Food bank has continuous cash flow to purchase food & other essential items throughout the coming months  therefore monies will be transferred to their bank account on a regular basis.     The Siem Reap Food Bank Use of Funds: To purchase and distribute essential food and health items for families in need of food support living throughout the Siem Reap province.    Essential costs: To pay for the products being purchased and supplied  plus a few dollars for delivery.    The Siem Reap Food Bank accounting is up-to-date and open to inspection. ​    Donor Fees​ - GoFundMe adds a default Tip of 15% to each donation to help them maintain and improve their free platform. The GoFundme Tip is voluntary and you can change the default tip amount when you donate. The minimum donation amount is £5    ""How to change the default tip amount"" - www.gftv-sr.org/gfmtip.html    We will regularly update our gofundme page so you'll be kept informed on how much you donations are making a significant contribution in sustaining families and saving lifes.    There are so many families that need your help more than ever  with your support and donations (no matter how much you can afford to give ) we can help keep their physical and mental health intact throughout this Covid19 Pandemic by helping them survive  whilst offering them a glimmer of hope for the future.     Code of conduct:    ​The Siem Reap Food Bank operates the foodbank according to the core principles expressed in the Code of Conduct for the International Red Cross and Red Crescent Movement and Non Governmental Organizations NGOs in Disaster Relief            ",False
"Thistles Road From Wembley","Newcastle Upon Tyne, North East England, United Kingdom",https://uk.gofundme.com/f/swz2h7-a-cause-i-care-about-needs-help,907,500,,2020-04-26,"NEWCASTLE STAFFS FOODBANK","Registered nonprofitDonations eligible for Gift Aid.",0,,"Que sera sera  whatever will be will be  we're going to LongBenton 4G  que sera sera.     On Wednesday 29th April the mighty Thistle were due to play our semi final cup game followed by the final on May 5th. We aimed to be the first team to retain the Newcastle Uni intramural cup. In light of the circumstances  we wanted to help raise money for a fantastic cause. Newcastle Staffs Foodbank provide food for those who cannot afford the essentials in what is a very tough time.     As a squad we'll be covering the 274 miles from Wembley stadium to our post match pub  the Black Bull by Longbenton sports ground in the week between the semi and final. Each player will be covering just over 16 miles from Wednesday to Wednesday. Judging by player fitness during the season  this might be a struggle  especially with a few of the lads taking it easy during quarantine. We'll all chop a freezing pint at the end of our final run just to add to the fun .     We would really appreciate any donation towards our campaign which is going to a brilliant cause. Thank you so much!!",False
"Remembering my mum","Calstock, South West England, United Kingdom",https://uk.gofundme.com/f/6qrnha-remembering-my-mum,955,100,,2020-06-04,"The Trussell Trust","Registered nonprofitDonations eligible for Gift Aid.",0,,"As many of you will know  my lovely mum passed away on the 19th May. Her funeral is on 15th June. Unfortunately we can't safely have any other mourners  but a few people have asked whether they could make a donation in her memory. A lifelong Labour voter - despite having issues with pretty much every leader! - mum was a huge supporter of food banks. She could never understand how it was possible for such a supposedly wealthy nation to have so many people living in poverty. And the idea that people struggled to feed their children broke her heart. Times are hard  and no one knew that more than my mum. But if you're able to make a contribution  no matter how small  that would be wonderful. Thank you xx    More information about The Trussell Trust: The Trussell Trust  in conjunction with local communities  develops and runs sustainable projects in the UK tackling poverty and exclusion. Through the UK Foodbank Network and Community Enterprises we work with marginalised people in real need  providing practical care and support. www.trusselltrust.org.",False
"LBUCC - Headingley to Springs (4948km in 7 Days)","Ludlow, West Midlands, United Kingdom",https://uk.gofundme.com/f/lbucc-headingley-to-springs,5815,-1,,2020-04-27,,,0,,"Raising for 3 charities which mean a lot to us as a club  and need our help during the current global situation!    Cardiac Risk in the Young  NHS Charities Together  and Leeds South and East Foodbank  do some essential work to provide those in need. Please visit the links below or our instagram page for more information on these charities.    In 2012  a member of LBUCC  and our friend Tom Hardman  passed away from an unidentified heart condition. Every year  there is a charity event in memory of Tom to raise money for Cardiac Risk in the Young  however this event was cancelled due to COVID-19.      Instead  as a cricket club  we are going to run/bike/walk to Desert Springs Resort in Spain  from our Headingley Campus in Leeds  using the fitness app Strava to record our distance! This is 4948.52km  meaning the squad will have to cover roughly 700km per day  as we are doing this all inside a week!    Please check out our Instagram (leedsbeckettcc) for more information  and the respected charities websites!",False
"Heigham park rangers U9s sponsored litter pick","Norwich, East of England, United Kingdom",https://uk.gofundme.com/f/heigham-park-rangers-u9s-sponsored-litter-pick,1140,500,,2020-09-17,,,0,,"Sponsored local litter pick    As Heigham park rangers didn’t get to host their annual fete to raise money for the club HPR U9s have been thinking of ways in which we can fund raise.   On our school runs we’ve sadly noticed a lot of discarded face masks on the pavements and lots of other litter in our parkS as it’s being used a lot more in these times.     The team are going to spend the afternoon litter picking in aid of cleaning our local area and hopefully raising some money for our team.    We will also be donating 25% to our local foodbank  The Trussell trust. ",False
"Henton Reading family 2.6 challenge","Denham, South East England, United Kingdom",https://uk.gofundme.com/f/henton-reading-family-26-challenge,130,50,,2020-04-22,,,0,,"We will be singing 26 songs this Sunday! We have been impressed by the amount of community spirit shown by local residents in setting up a support group and Foodbank.      Although people think that Denham couldn't possibly have a need for a Foodbank  sadly this is not the case so we want to help supplement the physical donations with some money so that much needed items that haven't already been donated by the public can be purchased by the organisers. We'd be grateful for any help you can give and also any song requests. Have a look at this link: Denham Community Support",False
"Lisa's 7 miles Bike Cycle","Wolverhampton, West Midlands, United Kingdom",https://uk.gofundme.com/f/lisa039s-7-miles-bike-cycle,410,500,,2020-11-07,"The Trussell Trust","Registered nonprofitDonations eligible for Gift Aid.",0,,"Do you want to join me in making a difference? I'm raising money in aid of The Trussell Trust and every donation will help. Thank you in advance for your contribution to this cause that means so much to me.    My second charity is Gingerbread.org for single families  i am hoping to raise £500 per charity     More information about The Trussell Trust: The Trussell Trust  in conjunction with local communities  develops and runs sustainable projects in the UK tackling poverty and exclusion. Through the UK Foodbank Network and Community Enterprises we work with marginalised people in real need  providing practical care and support. www.trusselltrust.org.",False
"Help Sheaf St - Help Others","Duke Studios, Yorkshire and the Humber, United Kingdom",https://uk.gofundme.com/f/help-sheaf-st-help-others,1035,10000,,2020-03-16,,,0,,"We’re raising funds to help those in more need than us during the coronavirus outbreak. Funds will go not only to help us be sure we can reopen when it's safe to do so but also to help us use our time and resources to help others.As of the 17th March we have had to temporarily close the doors to the public at Sheaf St - a cafe  bar and event space (www.sheafst.com) This has put a great deal of strain on our business but things are much more concerning for others in even more tricky scenarios.     We’re going for a double whammy on Fundraising here - 50% of funds will go to help those in more need than us during the virus outbreak. The other 50% will go to help us to keep Sheaf St going while we have no customers Money raised will be spent equally:    - Supporting Leeds South and East foodbank in vital donations  - Creating a swiftly accessible freelancers support fund for creatives  artists and musicians in need due to work cancellations or lack of government support   - Help keep Sheaf St running and enable us to re-purpose staff time to help othersWe have set up this fund in the hope that people who normally would come down to eat  drink and play with us  might be in a position to want to chip in and get involved.     Those at Sheaf St and the wider community that we help will be eternally grateful for any support you can give no matter how small.     As always we are endeavouring to follow our motto - Work Hard and Be Nice to People - Help us to Help Others       ",False
"CWONE KETTLEBELL CHALLENGE","Winterley, North West England, United Kingdom",https://uk.gofundme.com/f/7gn7bx-500,2454,500,,2020-05-01,"St Pauls Centre","Registered nonprofitDonations eligible for Gift Aid.",0,,"Do you want to join me in making a difference? I'm raising money in aid of St Pauls Centre and every donation will help. Thank you in advance for your contribution to this cause that means so much to me.    More information about St Pauls Centre: The aim of St Paul's Centre is to bring hope  confidence  dignity and opportunity to local residents. The Centre tries to help those who are struggling for whatever reason. This might mean providing emergency food  or even a bed to sleep on. It could mean providing opportunities for retraining or learning a new skill. The Centre is involved in many projects all aimed at enriching the lives of local people  including Furniture Recycling and Sales  Bicycle Recycling  Training and a Foodbank.",False
"Canned Aid!","London, Greater London, United Kingdom",https://uk.gofundme.com/f/canned-aid,10611,10000,,2020-01-28,"The Trussell Trust","Registered nonprofitDonations eligible for Gift Aid.",0,,"Seeing as there is absolutely nothing of interest happening on the 31/01/2020  what better time to shine a light on the good work of the Trussell Trust?     On Friday 31st January  over on our Twitter account @Canned_Aid and using the hashtag #CannedAid  we will be highlighting the incredible work the Trussell do  along with inviting others to share their stories of how charity has changed lives across the UK.     We'll be sharing this crowdfunder up to the evening  then join us online between 6pm - Midnight for a massive push for funds - and hopefully some fun too  linking up people across the Twittersphere and UK.     Lets build on our networks over the past few years  gain back some headline-space with a show of generosity and raise some money for this invaluable nationwide network of foodbanks.     @Canned_Aid   #CannedAid",False
"SWAN FOODBANK at SLIC","London, Greater London, United Kingdom",https://uk.gofundme.com/f/r2a2vns,2660,5000,,2015-04-06,,,0,,"  SWAN RAMADAN APPEAL*      *Ibn Abbas reported: The Prophet  peace and blessings be upon him  said  “He is not a believer whose stomach is filled while the neighbor to his side goes hungry.”(al-Sunan al-Kubrá 19049)*     WE NEED YOUR SUPPORT    With Allah's blessings and because of the dedication and commintment of our volunteers and supporters the foodbank at Streatham Masjid that SWAN run  will be in operation for the 6th year this Ramadan. Our database has grown to 600 families who can collect a food parcel every month. We also regularly support an emergency housing centre that houses up to 1000 people and drop off food parcels to individuals and families in need in the community.     *The foodbank runs EVERY Tuesday morning between 10 - 12am and donations are most welcome then.*     During Ramadan *ONLY* DONATIONS CAN BE LEFT AT STREATHAM MASJID EVERY MORNING - Please call our contact numbers for more information.     A Ramadan food parcel costs £25 and includes:    5kg Rice   Large oil 3 or 5 ltr   1kg pasta  1kg sugar   160 teas bags   Large jar of coffee  Salt  Tins x 6 - baked beans  tomato  chick peas  sweet corn  kidney beans  sardines  tuna  Biscuits x 2  Dilute juice  Long life juice  Honey  Long life milk   Cereal   Porridge  Dates    How you can supports us:     *There are many offers on at supermarkets on many of the items listed above. Please remember the poor families and individuals who rely on the foodbank when you do your Ramadan shopping and make use of the buy one get one free or other special offers.     * Donate directly to our account - Reference PARCEL    We will also be hosting an iftar for families in the emergency housing centre on SUNDAY 20TH MAY. We will provide a cooked meal with desert and dates. We estimate the cost will be £6 per head. Please donate and show those less fortunate than us we care. Please donate to our account and reference IFTAR    BANK DETAILS  SWAN  Acc No: 14552383  Sort Code: 23-05-80    Please email [email redacted] for more information.  Thank You   THE SWAN TEAM    https://www.facebook.com/SWANSouthernWomensAidNetwork/ ‌",False
"Wrc food bank fund raiser","Ashton, North West England, United Kingdom",https://uk.gofundme.com/f/wrc-food-bank-fund-raiser,568,500,,2020-10-26,"Warrington Foodbank","Registered nonprofitDonations eligible for Gift Aid.",0,,"Do you want to join me in making a difference? I'm raising money in aid of Warrington Foodbank and every donation will help. Thank you in advance for your contribution to this cause that means so much to me.    More information about Warrington Foodbank: We provide three days' nutritionally balanced emergency food and support to local people who are in crisis. We are part of a nationwide network of foodbanks  supported by The Trussell Trust  working to combat poverty and hunger across the UK.",False
"Swale Foodbank","Sittingbourne, South East England, United Kingdom",https://uk.gofundme.com/f/swale-foodbank,3405,10000,,2020-07-15,,,0,,"The new fundraising platform for Swale Foodbank.",False
"SWAN BREAD APPEAL","London, Greater London, United Kingdom",https://uk.gofundme.com/f/swan-bread-appeal,5870,10000,,2020-02-20,,,0,,"SWAN is now a registered UK Charity. We have been operating since 2012 in London and became a charity in March 2020. Information about SWAN can be found on our website www.swanlondon.org. We run a foodbank and provide community support to many Refugee and migrant families in London. We have also been providing aid to refugees in Camp Moria since 2018 in partnership with Kitrinos Healthcare and Team Humanity who are both charities registered to work in Greece. We have collected  sent (via container) and provided vital humanitarian aid to Refugees in Moria camp including food parcels  baby milk  nappies  clothes  shoes and blankets and documented the distributions on social media (WhatsApp). Team Humanity are our implementing partner on the ground and they have distributed regular food parcels to new arrivals on our behalf. In recent months there has been a dramatic increase in the number of new arrivals and conditions are horrendous. Many families are living in inhumane conditions with little or new food. Since November 2019 SWAN - with the help of TEAM HUMANITY has been providing bread (which is prepared by Refugees) in the camp to starving refugees in and outside Moria Camp. The cost of preparing each bread is 40 cents. €400 provides 1000 breads. There are currently 21 000+ refugees in Moria and many new arrivals have no funds and the queues are so long for the food provided by the Greek authorities and local charities that many get nothing. All funds received for this campaign will be sent to our implementing partner Team Humanity to pay for preparation and distribution of the bread. The ground team send pictures of each distribution to SWAN which we share with donors for transparency. The bread we distribute is often all they will eat. SWAN aim to provide bread three times a week - £1200. If we could do more we would. But we are a small charity dependent on your support. Please give generously and help us  help and feed them.",False
"NHS Scotland & Local Foodbanks","Glasgow, Scotland, United Kingdom",https://uk.gofundme.com/f/7uf7dp-nhs-scotland,2200,1000,,2020-04-09,,,0,,"All money donated will be going to NHS Scotland  To Show Our Support For The Frontline Workers In These Difficult Times.. Thank You",False
"Emergency Foodbank","Dumbarton, Scotland, United Kingdom",https://uk.gofundme.com/f/emergency-foodbank,410,500,,2020-06-27,,,0,,"In order to maintain the emergency food aid provision across West Dunbartonshire. As the furlough scheme changes to part-time and eventually ends  many employers will decide to make redundancies in businesses. We want to be fully equipped to support anyone in need.",False
"Square Mile Food Bank","London, Greater London, United Kingdom",https://uk.gofundme.com/f/square-mile-food-bank,5635,8000,,2020-04-04,,,0,,"The Square Mile Food Bank has been set up with the support of Age UK London to assist residents in the City of London who are in need of essential food and provisions. The food bank is available to all local residents  regardless of age.     During the current Covid-19 pandemic  some food banks have closed and others are operating at reduced capacity. Many elderly and vulnerable residents are unable to rely upon their usual channels of support and many in the community have been affected financially due to the crisis and are unable to meet their basic daily needs. The Square Mile Food Bank is therefore a critical resource to ensure that those most in need can be provided with urgent  nutritious food supplies.    The food bank is volunteer led and relies solely on donations from members of the community  companies and other grant giving bodies. Any donation  large or small  will make a huge difference to ensure that we are able to reach as many people as need the service.    You can follow the activities of the SMFB on twitter at @SqMile_FoodBank.",False
"Donations for Food for the Needy in the Community","Glasgow, Scotland, United Kingdom",https://uk.gofundme.com/f/donations-for-food-for-the-needy-in-the-community,3200,5000,,2020-04-19,,,0,,"Owing to the Worldwide Coronavirus Pandemic  it is a very difficult times for everyone in all communities.    We realise the difficulties faced within many communities  the elderly  young familes and other people affected by food shortages  financial difficulties and the inability to go shopping.     Our Sikh Temple is currenty involved in collecting food and passing it onto local foodbanks from within the community.   The foodbanks have their own infrastructure to distribute food to where it is needed.    We are now seeking donations from the wider community so we can buy food and provide to foodbanks. Your funds will help the elderly  young families  people which cannot go out to do shopping and the financially hard up.    ALL FUNDS RECEIVED WILL BE USED TO BUY FOOD WHICH WILL BE GIVEN TO LOCAL FOODBANKS.    PLEASE DONATE NOW and HELP THE COMMUNITY.    We are confident that all of our collective community efforts will somewhat ease the impact on the wider community.    https://www.sikhgurdwaraglasgow.co.uk/donations/    We are grateful to everyone who donated to this worthy cause to help people in all diiferent communities  ages and walks of life.",False
"A vehicle for West Belfast Foodbank","Belfast, Northern Ireland, United Kingdom",https://uk.gofundme.com/f/a-vehicle-for-west-belfast-foodbank,1391,3500,,2019-12-30,,,0,,"Last year West Belfast Foodbank fed 686 families & 1 600 individuals. This Christmas alone we helped 130 families with our toy appeal & hampers  on Christmas Eve in 3 hours we gave out fresh food donated by Hendersons in the SCA building to 70 families.  We can do much more if we had a suitable vehicle. Any donation large or small will help. As our project is a registered charity in Northern Ireland donations from companies can be claimed back through HMRC.  Funds will buy a vehicle for the Foodbank.   We appreciate the support all year round from individuals  schools  youth clubs  sports teams & companies. Please get behind our appeal support us helping local families across all communities in crisis.    https://www.facebook.com/West-Belfast-Foodbank-Fundraising-1449526961742162/",False
"Local Foodbanks","Lancaster, North West England, United Kingdom",https://uk.gofundme.com/f/local-foodbanks,845,300,,2020-10-25,,,0,,"We're sure you will of heard the awful news regarding the MPs decision to cut funding for free school meals during the half term holidays!    We think that this is appalling and especially in these times where a lot of people are losing their jobs/a percentage of their wages due to the pandemic.    We would like to help  with having 4 children of our own we know how much extra pressure this can put on parents  so for the school holidays we are offering a free dairy pack to anyone who this decision affects but due to the overwhelming amount of offers to donate money to help fund these packs  we have decided to set up this page so that anyone who has asked to donate can now via here.    At the end of the school holidays  all the money raised will be split evenly between 3 local food banks    * Halton Food bank (high road)  * The olive Branch Lancaster  * Kings Food bank Kendal    As you will be aware these places provide essential support for the local communities and are under increasing pressure to keep up with demand so any donation is hugely appreciated.    Chad & Kim",False
